Hugo Symbol
SFPQ
SFRP1
IKZF3
SFRP2
IKZF2
IRS4
SFRP4
SRSF2
SRSF3
FLYWCH1
EP400
HIST2H3D
PPM1D
SGK1
SCG5
PPFIBP1
KNSTRN
PIK3R3
SH3GL1
GTSE1
MYO18A
APC
PHF6
SESN3
SLC34A2
BIRC3
RNF213
GAS7
ICK
FBXO11
XIAP
BTLA
MSH2
MSH3
MSI1
SEC31A
STIL
SIX1
FAS
TMEM127
SLC1A2
HDAC7
DIS3
AR
ARAF
PREX2
MKNK1
ARID3B
MSN
RHOA
MST1
MST1R
TRIM33
LRIG3
RHOH
SETD2
ARNT
HOOK3
MTAP
KBTBD4
BABAM1
DKK1
MTCP1
SND1
CTCF
MTOR
DROSHA
ASMTL
C2orf44
GNA13
PPP4R2
TP63
TET1
YPEL5
NT5C2
SMARCA1
ANKRD11
SMARCA2
SMARCA4
CCT6B
CD274
SMARCB1
RSPO2
PDCD11
NCOA1
SMARCD1
FLCN
TMEM30A
SOCS1
SMARCE1
FOXP1
ZFHX3
SMO
ATF1
CARD11
IRS2
ATIC
ATM
FUS
MAML2
DOT1L
ATP1A1
CCNB1IP1
BRSK1
POLQ
KDSR
SUFU
SPEN
FYN
MUC1
CMTR2
PRDM16
BBC3
PRDM14
ATP2B3
STAG2
SLX4
DKK4
DKK3
MUTYH
DKK2
GAB1
AFF4
MYB
PDCD1LG2
SOS1
CD276
GABRA6
SOX2
MYC
MYCL
MYCN
SOX9
PDS5B
MYD88
SOX10
GADD45B
FNBP1
SMG1
BCL9L
ATP6V1B2
PAG1
PLK2
MYH9
MYH11
EED
ATP6AP1
AGO2
SETD1B
ARID4B
ATR
ATRX
MYO5A
RTEL1
KDM4C
CDK12
ERC1
AXL
MYOD1
SEPTIN9
ARHGAP26
B2M
NAB2
SRC
NACA
TNFRSF14
GATA1
GATA2
GATA3
GATA4
FRS2
GATA6
BARD1
BAX
NBN
CCND1
BCL2
BCL2L1
BCL2L2
TNFRSF11A
BCL3
H3F3AP4
BCL6
BCL7A
NBEAP1
BCL9
TNFRSF17
SSX1
BCR
TRIM24
SSX2
SSX4
SS18
SESN1
CRLF2
CIC
ARID5A
STAT1
STAT2
INPP4B
SEPTIN6
STAT3
STAT4
STAT5A
STAT5B
RRAGC
STAT6
CXORF67
PRDM1
BLM
GMPS
SOCS2
AURKA
CCN6
NUTM1
STK11
PASK
MALT1
LARP4B
BMPR1A
STRN
NF1
STK19
FOXL2
GPC3
BRCA1
BRAF
BRCA2
NF2
ZFP36L1
NFATC2
NFE2
NFE2L2
NFIB
GLI1
KLF5
FUBP1
BTG1
BTK
NFKB2
NFKBIA
NFKBIE
BUB1B
SYK
KDM2B
JAZF1
PNRC1
GNA11
GNA12
MLLT11
BCL10
MEF2B
WDR90
NKX3-1
GNAQ
TAF1
GNAS
CAMTA1
GNB1
PHOX2B
CLP1
MGA
MAP3K7
TAL1
TAL2
NONO
TAP1
TAP2
CNOT3
NOTCH1
NOTCH2
NOTCH3
NOTCH4
NPM1
TCEA1
HIST1H3F
CACNA1D
TCEB1
HIST1H2AG
ACSL6
HIST1H2BJ
ICOSLG
MGAM
DDR1
RAB35
TBX3
HNF1A
TCF3
TCF7L2
CAD
RPS6KA4
TCF12
ARHGEF28
NRAS
CALR
TRA
EML4
TRB
NTHL1
KMT5A
NTRK1
NTRK2
NTRK3
TRD
TRG
PCLO
CNTRL
DDR2
GPS2
KSR2
MAP3K14
SOCS3
NUMA1
NUP98
MPEG1
SOX17
CARS
NSD1
ARHGEF12
RFWD2
CASP8
SETD4
CRTC1
GRIN2A
SERP2
NCSTN
RUNX2
ARHGAP35
RUNX1
RUNX1T1
TEC
OMD
CBFA2T3
CBFB
GRM3
TEK
CBL
TERC
CBLB
TERT
MAP3K6
FGFR1OP
DICER1
PTPRT
CREB3L1
GSK3B
FAF1
TFE3
TFRC
CCND2
CCND3
CCNE1
RYBP
RSPO3
TGFBR1
TGFBR2
USP6
MSH6
USP8
DCUN1D1
GTF2I
LATS1
SF3B1
PSIP1
CD22
SMC3
HEY1
NKX2-1
CD28
RABEP1
TLE1
TLE2
TLE3
TLE4
BRD4
CD36
FURIN
TLL2
PAFAH1B2
WIF1
ERRFI1
HIST1H1C
HIST1H1D
CHEK2
HIST1H1E
HIST1H1B
PAK1
TTL
CD58
PAK3
PCSK7
TMPRSS2
HIST1H2BD
CD70
H3F3A
CD74
CD79A
H3F3B
TMSB4XP8
CD79B
PARK2
SETD7
PAX3
MAP3K13
PAX5
SUZ12
TNFAIP3
PAX7
PBX1
AJUBA
KAT6B
PC
PCBP1
CDC42
CDH1
TOP1
CDH11
ZMYM3
PCM1
TP53
TP53BP1
HDAC1
CDK4
AURKB
CDK6
SP140
CDK8
CDKN1A
TPM3
CDKN1B
TPM4
CDKN2A
CDKN2B
CDKN2C
TPR
HGF
ZNF384
NRG1
ASXL1
PDCD1
TRAF2
HIF1A
TRAF3
TRAF5
HIP1
CDX2
CEBPA
HLA-A
CENPA
HLA-B
PDGFB
HLA-C
PDGFRA
MNX1
PDGFRB
PDK1
ZNF278
PDPK1
BACH2
HLF
NUTM2A
PER1
CBLC
U2AF2
S1PR2
TSC1
TSC2
CHD2
CHD4
TSHR
CHEK1
HMGA1
FOXA1
KLF4
CHN1
TRIP13
TRIP11
HNRNPA2B1
PGR
HIRA
TLX1
HOXA3
TYK2
PHF1
TYRO3
HOXA9
HOXA11
HOXA13
U2AF1
CKS1B
KMT2C
TFPT
HOXC11
PIGA
HOXC13
HOXD11
PIK3C2B
HOXD13
PIK3C2G
PIK3C3
GID4
PIK3CA
NEGR1
PIK3CB
PIM1
PIK3CD
PIK3CG
PIK3R1
PIK3R2
RECQL4
CLTC
ETAA1
HRAS
PLAG1
ASPSCR1
MDS2
HSD3B1
PLCG1
PLCG2
QKI
KDM6A
VAV1
DDX4
SMYD3
VAV2
HIST1H2BK
PMAIP1
HSP90AA1
PML
CREB3L2
COL1A1
VEGFA
HSP90AB1
COL2A1
PMS1
ATG5
VHL
MAPKAP1
EZR
DNAJB1
RBM15
CRTC3
PMS2
PRRX1
MAGED1
WAS
KLF6
SEPTIN5
CHCHD7
WHSC1
POLD1
POLE
POT1
RMI2
TLX3
WRN
IRF8
WT1
ZNF521
XBP1
ID3
RICTOR
POU2AF1
WWTR1
SAMHD1
XPA
XPC
POU5F1
IDH1
XPO1
IDH2
XRCC2
PPARG
CPS1
YES1
YY1
ADGRA2
CREB1
CREBBP
YWHAE
APOBEC3B
CRKL
TIPARP
PPP1CB
IFNGR1
CNBP
NCOR1
NCOR2
PPP2R1A
PPP2R2A
ZNF24
TCL1B
IGF1
BCL11B
IGF1R
IGF2
SNCAIP
CSF1
CSF1R
CSF3R
PPP6C
IGH
SLC45A3
IKBKE
CCNB3
PRCC
CTR9
PRF1
IL21R
SS18L1
MDC1
SETBP1
PDE4DIP
PRKACA
PRKAR1A
IGL
PRKCI
FEV
PRKD1
CTLA4
CTNNA1
PRKDC
NUP93
SLFN11
ARID3C
MAPK1
FCRL4
CTNNB1
MAPK3
IKBKB
MAP2K1
MAP2K2
IL2
IL3
HERPUD1
CUX1
IL6ST
IL7R
IL10
CYLD
TET2
SETD1A
PRSS1
RELN
PRSS8
ZBTB16
ZBTB20
KMT2B
HDAC4
INHA
INHBA
INPP4A
CYP17A1
INPP5D
CYP19A1
INPPL1
INSR
BCORL1
EIF3E
ZMYM2
FAM46C
IRF1
IRF2
IRF4
DAXX
NUF2
IRS1
ZNF217
KEAP1
PTCH1
PTEN
BCOR
ELMSAN1
DCTN1
DDB2
DUSP22
RNF43
DDIT3
EMSY
IGK
GAB2
DDX3X
ITK
DDX5
WHSC1L1
DDX6
PTK6
PTK7
PTP4A1
MSI2
DDX10
CSDE1
JAK1
JAK2
JAK3
JARID2
PTPN1
PTPN2
SETDB1
JUN
PTPN6
PTPN11
PTPN13
BTG2
PTPRB
PTPRC
PTPRD
PTPRK
SDHAF2
PTPRO
CANT1
PAX8
PTPRS
CXCR4
ACKR3
KCNJ5
EXOSC6
NADK
FIP1L1
MAFB
KDR
KEL
SESN2
KIF5B
CDC73
GOLGA5
TET3
KIT
DEK
KLK2
FGF19
MED12
PGBD5
RAC1
RAC2
DNM2
DNMT1
CASC5
DNMT3A
RAD21
DNMT3B
RAD51
RAD51C
RAD51B
KLHL6
RAD51D
KRAS
RAD52
RAF1
TFEB
RALGDS
RANBP2
AKT3
CYSLTR2
FAT4
RNF217-AS1
RAP1GDS1
ABI1
RARA
H3F3C
ARID3A
GOPC
RASA1
BCL2L11
SH2B3
RB1
ARID4A
KDM5A
DTX1
DUSP2
DUSP4
PARP2
PARP3
TUSC3
KTN1
PAK5
KAT6A
AFF3
DUSP9
VTCN1
P2RY8
RASGEF1A
RECQL
NR4A3
ECT2L
REL
E2F3
SALL4
FANCL
BRD3
NUP214
EBF1
LASP1
UPF1
REST
RET
MLLT10
LCK
CCDC6
NCOA4
LCP1
FAM58A
TRIM27
SHOC2
TBL1XR1
PALB2
SNX29
RHEB
SHQ1
RAD50
RIT1
ESCO2
LIFR
FGF23
SETDB2
ZNF750
CHIC2
KMT2D
PBRM1
AGO1
ARFRP1
HMGA2
LATS2
DAZAP1
LMNA
APH1A
EGFR
LMO1
LMO2
EGR1
SETD5
EIF1AX
ARID2
SBDS
FBXO31
TCL1A
EIF4A2
EIF4E
LPP
LRP6
LRP5
MOB3B
ROBO1
ELF3
SPRED1
ELF4
YY1AP1
LTB
ROS1
ELP2
ASXL2
TAF15
ELK4
ELN
GREM1
EGFL7
LTK
SPRTN
STK40
